normalized_name,normalized_province,geometry_id,province,province_code
la valletta brianza,lecco,097092,Lecco,97
lacchiarella,milano,015115,Milano,215
laglio,como,013119,Como,13
lainate,milano,015116,Milano,215
laino,como,013120,Como,13
lallio,bergamo,016123,Bergamo,16
lambrugo,como,013121,Como,13
landriano,pavia,018078,Pavia,18
langosco,pavia,018079,Pavia,18
lanzada,sondrio,014036,Sondrio,14
lardirago,pavia,018080,Pavia,18
lasnigo,como,013123,Como,13
lavena ponte tresa,varese,012086,Varese,12
laveno mombello,varese,012087,Varese,12
lavenone,brescia,017087,Brescia,17
lazzate,monza e brianza,108025,Monza e Brianza,108
lecco,lecco,097042,Lecco,97
leffe,bergamo,016124,Bergamo,16
leggiuno,varese,012088,Varese,12
legnano,milano,015118,Milano,215
lenna,bergamo,016125,Bergamo,16
leno,brescia,017088,Brescia,17
lentate sul seveso,monza e brianza,108054,Monza e Brianza,108
lesmo,monza e brianza,108026,Monza e Brianza,108
levate,bergamo,016126,Bergamo,16
lezzeno,como,013126,Como,13
lierna,lecco,097043,Lecco,97
limbiate,monza e brianza,108027,Monza e Brianza,108
limido comasco,como,013128,Como,13
limone sul garda,brescia,017089,Brescia,17
linarolo,pavia,018081,Pavia,18
lipomo,como,013129,Como,13
lirio,pavia,018082,Pavia,18
liscate,milano,015122,Milano,215
lissone,monza e brianza,108028,Monza e Brianza,108
livigno,sondrio,014037,Sondrio,14
livo,como,013130,Como,13
livraga,lodi,098030,Lodi,98
locate di triulzi,milano,015125,Milano,215
locate varesino,como,013131,Como,13
locatello,bergamo,016127,Bergamo,16
lodi,lodi,098031,Lodi,98
lodi vecchio,lodi,098032,Lodi,98
lodrino,brescia,017090,Brescia,17
lograto,brescia,017091,Brescia,17
lomagna,lecco,097044,Lecco,97
lomazzo,como,013133,Como,13
lomello,pavia,018083,Pavia,18
lonate ceppino,varese,012089,Varese,12
lonate pozzolo,varese,012090,Varese,12
lonato del garda,brescia,017092,Brescia,17
longhena,brescia,017093,Brescia,17
longone al segrino,como,013134,Como,13
losine,brescia,017094,Brescia,17
lovere,bergamo,016128,Bergamo,16
lovero,sondrio,014038,Sondrio,14
lozio,brescia,017095,Brescia,17
lozza,varese,012091,Varese,12
luino,varese,012092,Varese,12
luisago,como,013135,Como,13
lumezzane,brescia,017096,Brescia,17
lungavilla,pavia,018084,Pavia,18
lurago d erba,como,013136,Como,13
lurago marinone,como,013137,Como,13
lurano,bergamo,016129,Bergamo,16
lurate caccivio,como,013138,Como,13
luvinate,varese,012093,Varese,12
luzzana,bergamo,016130,Bergamo,16
maccagno con pino e veddasca,varese,012142,Varese,12
maccastorna,lodi,098033,Lodi,98
macherio,monza e brianza,108029,Monza e Brianza,108
maclodio,brescia,017097,Brescia,17
madesimo,sondrio,014035,Sondrio,14
madignano,cremona,019055,Cremona,19
madone,bergamo,016131,Bergamo,16
magasa,brescia,017098,Brescia,17
magenta,milano,015130,Milano,215
magherno,pavia,018085,Pavia,18
magnacavallo,mantova,020029,Mantova,20
magnago,milano,015131,Milano,215
magreglio,como,013139,Como,13
mairago,lodi,098034,Lodi,98
mairano,brescia,017099,Brescia,17
malagnino,cremona,019056,Cremona,19
malegno,brescia,017100,Brescia,17
maleo,lodi,098035,Lodi,98
malgrate,lecco,097045,Lecco,97
malnate,varese,012096,Varese,12
malonno,brescia,017101,Brescia,17
mandello del lario,lecco,097046,Lecco,97
manerba del garda,brescia,017102,Brescia,17
manerbio,brescia,017103,Brescia,17
mantello,sondrio,014039,Sondrio,14
mantova,mantova,020030,Mantova,20
mapello,bergamo,016132,Bergamo,16
marcallo con casone,milano,015134,Milano,215
marcaria,mantova,020031,Mantova,20
marcheno,brescia,017104,Brescia,17
marchirolo,varese,012097,Varese,12
marcignago,pavia,018086,Pavia,18
margno,lecco,097047,Lecco,97
mariana mantovana,mantova,020032,Mantova,20
mariano comense,como,013143,Como,13
marmentino,brescia,017105,Brescia,17
marmirolo,mantova,020033,Mantova,20
marnate,varese,012098,Varese,12
marone,brescia,017106,Brescia,17
martignana di po,cremona,019057,Cremona,19
martinengo,bergamo,016133,Bergamo,16
marudo,lodi,098036,Lodi,98
marzano,pavia,018087,Pavia,18
marzio,varese,012099,Varese,12
masate,milano,015136,Milano,215
masciago primo,varese,012100,Varese,12
maslianico,como,013144,Como,13
massalengo,lodi,098037,Lodi,98
mazzano,brescia,017107,Brescia,17
mazzo di valtellina,sondrio,014040,Sondrio,14
meda,monza e brianza,108030,Monza e Brianza,108
mede,pavia,018088,Pavia,18
mediglia,milano,015139,Milano,215
medolago,bergamo,016250,Bergamo,16
medole,mantova,020034,Mantova,20
melegnano,milano,015140,Milano,215
meleti,lodi,098038,Lodi,98
mello,sondrio,014041,Sondrio,14
melzo,milano,015142,Milano,215
menaggio,como,013145,Como,13
menconico,pavia,018089,Pavia,18
merate,lecco,097048,Lecco,97
mercallo,varese,012101,Varese,12
merlino,lodi,098039,Lodi,98
merone,como,013147,Como,13
mese,sondrio,014043,Sondrio,14
mesenzana,varese,012102,Varese,12
mesero,milano,015144,Milano,215
mezzago,monza e brianza,108031,Monza e Brianza,108
mezzana bigli,pavia,018090,Pavia,18
mezzana rabattone,pavia,018091,Pavia,18
mezzanino,pavia,018092,Pavia,18
mezzoldo,bergamo,016134,Bergamo,16
milano,milano,015146,Milano,215
milzano,brescia,017108,Brescia,17
miradolo terme,pavia,018093,Pavia,18
misano di gera d adda,bergamo,016135,Bergamo,16
misinto,monza e brianza,108032,Monza e Brianza,108
missaglia,lecco,097049,Lecco,97
moggio,lecco,097050,Lecco,97
moglia,mantova,020035,Mantova,20
moio de calvi,bergamo,016136,Bergamo,16
molteno,lecco,097051,Lecco,97
moltrasio,como,013152,Como,13
monasterolo del castello,bergamo,016137,Bergamo,16
monguzzo,como,013153,Como,13
moniga del garda,brescia,017109,Brescia,17
monno,brescia,017110,Brescia,17
monta1 beccaria,pavia,018100,Pavia,18
montagna in valtellina,sondrio,014044,Sondrio,14
montalto pavese,pavia,018094,Pavia,18
montanaso lombardo,lodi,098040,Lodi,98
montano lucino,como,013154,Como,13
monte cremasco,cremona,019058,Cremona,19
monte isola,brescia,017111,Brescia,17
monte marenzo,lecco,097052,Lecco,97
montebello della battaglia,pavia,018095,Pavia,18
montecalvo versiggia,pavia,018096,Pavia,18
montegrino valtravaglia,varese,012103,Varese,12
montello,bergamo,016139,Bergamo,16
montemezzo,como,013155,Como,13
montescano,pavia,018097,Pavia,18
montesegale,pavia,018098,Pavia,18
montevecchia,lecco,097053,Lecco,97
monticelli brusati,brescia,017112,Brescia,17
monticelli pavese,pavia,018099,Pavia,18
monticello brianza,lecco,097054,Lecco,97
montichiari,brescia,017113,Brescia,17
montirone,brescia,017114,Brescia,17
montodine,cremona,019059,Cremona,19
montorfano,como,013157,Como,13
monvalle,varese,012104,Varese,12
monza,monza e brianza,108033,Monza e Brianza,108
monzambano,mantova,020036,Mantova,20
morazzone,varese,012105,Varese,12
morbegno,sondrio,014045,Sondrio,14
morengo,bergamo,016140,Bergamo,16
morimondo,milano,015150,Milano,215
mornago,varese,012106,Varese,12
mornico al serio,bergamo,016141,Bergamo,16
mornico losana,pavia,018101,Pavia,18
mortara,pavia,018102,Pavia,18
morterone,lecco,097055,Lecco,97
moscazzano,cremona,019060,Cremona,19
motta baluffi,cremona,019061,Cremona,19
motta visconti,milano,015151,Milano,215
motteggiana,mantova,020037,Mantova,20
mozzanica,bergamo,016142,Bergamo,16
mozzate,como,013159,Como,13
mozzo,bergamo,016143,Bergamo,16
muggia2,monza e brianza,108034,Monza e Brianza,108
mulazzano,lodi,098041,Lodi,98
mura,brescia,017115,Brescia,17
muscoline,brescia,017116,Brescia,17
musso,como,013160,Como,13
nave,brescia,017117,Brescia,17
nembro,bergamo,016144,Bergamo,16
nerviano,milano,015154,Milano,215
nesso,como,013161,Como,13
niardo,brescia,017118,Brescia,17
nibionno,lecco,097056,Lecco,97
nicorvo,pavia,018103,Pavia,18
nosate,milano,015155,Milano,215
nova milanese,monza e brianza,108035,Monza e Brianza,108
novate mezzola,sondrio,014046,Sondrio,14
novate milanese,milano,015157,Milano,215
novedrate,como,013163,Como,13
noviglio,milano,015158,Milano,215
nuvolento,brescia,017119,Brescia,17
nuvolera,brescia,017120,Brescia,17
odolo,brescia,017121,Brescia,17
offanengo,cremona,019062,Cremona,19
offlaga,brescia,017122,Brescia,17
oggiona con santo stefano,varese,012107,Varese,12
oggiono,lecco,097057,Lecco,97
olevano di lomellina,pavia,018104,Pavia,18
olgiate comasco,como,013165,Como,13
olgiate molgora,lecco,097058,Lecco,97
olgiate olona,varese,012108,Varese,12
olginate,lecco,097059,Lecco,97
oliva gessi,pavia,018105,Pavia,18
oliveto lario,lecco,097060,Lecco,97
olmeneta,cremona,019063,Cremona,19
olmo al brembo,bergamo,016145,Bergamo,16
oltre il colle,bergamo,016146,Bergamo,16
oltressenda alta,bergamo,016147,Bergamo,16
oltrona di san mamette,como,013169,Como,13
ome,brescia,017123,Brescia,17
oneta,bergamo,016148,Bergamo,16
ono san pietro,brescia,017124,Brescia,17
onore,bergamo,016149,Bergamo,16
opera,milano,015159,Milano,215
origgio,varese,012109,Varese,12
orino,varese,012110,Varese,12
orio al serio,bergamo,016150,Bergamo,16
orio litta,lodi,098042,Lodi,98
ornago,monza e brianza,108036,Monza e Brianza,108
ornica,bergamo,016151,Bergamo,16
orsenigo,como,013170,Como,13
orzinuovi,brescia,017125,Brescia,17
orzivecchi,brescia,017126,Brescia,17
osio sopra,bergamo,016152,Bergamo,16
osio sotto,bergamo,016153,Bergamo,16
osnago,lecco,097061,Lecco,97
ospedaletto lodigiano,lodi,098043,Lodi,98
ospitaletto,brescia,017127,Brescia,17
ossago lodigiano,lodi,098044,Lodi,98
ossimo,brescia,017128,Brescia,17
ossona,milano,015164,Milano,215
ostiano,cremona,019064,Cremona,19
ostiglia,mantova,020038,Mantova,20
ottobiano,pavia,018106,Pavia,18
ozzero,milano,015165,Milano,215
padenghe sul garda,brescia,017129,Brescia,17
paderno d adda,lecco,097062,Lecco,97
paderno dugnano,milano,015166,Milano,215
paderno franciacorta,brescia,017130,Brescia,17
paderno ponchielli,cremona,019065,Cremona,19
pagazzano,bergamo,016154,Bergamo,16
pagnona,lecco,097063,Lecco,97
paisco loveno,brescia,017131,Brescia,17
paitone,brescia,017132,Brescia,17
paladina,bergamo,016155,Bergamo,16
palazzago,bergamo,016156,Bergamo,16
palazzo pignano,cremona,019066,Cremona,19
palazzolo sull oglio,brescia,017133,Brescia,17
palestro,pavia,018107,Pavia,18
palosco,bergamo,016157,Bergamo,16
pancarana,pavia,018108,Pavia,18
pandino,cremona,019067,Cremona,19
pantigliate,milano,015167,Milano,215
parabiago,milano,015168,Milano,215
paratico,brescia,017134,Brescia,17
parlasco,lecco,097064,Lecco,97
parona,pavia,018109,Pavia,18
parre,bergamo,016158,Bergamo,16
parzanica,bergamo,016159,Bergamo,16
paspardo,brescia,017135,Brescia,17
passirano,brescia,017136,Brescia,17
pasturo,lecco,097065,Lecco,97
paullo,milano,015169,Milano,215
pavia,pavia,018110,Pavia,18
pavone del mella,brescia,017137,Brescia,17
pedesina,sondrio,014047,Sondrio,14
pedrengo,bergamo,016160,Bergamo,16
peglio,como,013178,Como,13
pegognaga,mantova,020039,Mantova,20
peia,bergamo,016161,Bergamo,16
perledo,lecco,097067,Lecco,97
pero,milano,015170,Milano,215
persico dosimo,cremona,019068,Cremona,19
pertica alta,brescia,017139,Brescia,17
pertica bassa,brescia,017140,Brescia,17
pescarolo ed uniti,cremona,019069,Cremona,19
pescate,lecco,097068,Lecco,97
peschiera borromeo,milano,015171,Milano,215
pessano con bornago,milano,015172,Milano,215
pessina cremonese,cremona,019070,Cremona,19
pezzaze,brescia,017141,Brescia,17
piadena drizzona,cremona,019116,Cremona,19
pian camuno,brescia,017142,Brescia,17
piancogno,brescia,017206,Brescia,17
pianello del lario,como,013183,Como,13
pianengo,cremona,019072,Cremona,19
pianico,bergamo,016162,Bergamo,16
piantedo,sondrio,014048,Sondrio,14
piario,bergamo,016163,Bergamo,16
piateda,sondrio,014049,Sondrio,14
piazza brembana,bergamo,016164,Bergamo,16
piazzatorre,bergamo,016165,Bergamo,16
piazzolo,bergamo,016166,Bergamo,16
pieranica,cremona,019073,Cremona,19
pietra de giorgi,pavia,018111,Pavia,18
pieve albignola,pavia,018112,Pavia,18
pieve d olmi,cremona,019074,Cremona,19
pieve del cairo,pavia,018113,Pavia,18
pieve emanuele,milano,015173,Milano,215
pieve fissiraga,lodi,098045,Lodi,98
pieve porto morone,pavia,018114,Pavia,18
pieve san giacomo,cremona,019075,Cremona,19
pigra,como,013184,Como,13
pinarolo po,pavia,018115,Pavia,18
pioltello,milano,015175,Milano,215
pisogne,brescia,017143,Brescia,17
piubega,mantova,020041,Mantova,20
piuro,sondrio,014050,Sondrio,14
pizzale,pavia,018116,Pavia,18
pizzighettone,cremona,019076,Cremona,19
plesio,como,013185,Como,13
poggio rusco,mantova,020042,Mantova,20
poggiridenti,sondrio,014051,Sondrio,14
pogliano milanese,milano,015176,Milano,215
pognana lario,como,013186,Como,13
pognano,bergamo,016167,Bergamo,16
polaveno,brescia,017144,Brescia,17
polpenazze del garda,brescia,017145,Brescia,17
pompiano,brescia,017146,Brescia,17
pomponesco,mantova,020043,Mantova,20
poncarale,brescia,017147,Brescia,17
ponna,como,013187,Como,13
ponte di legno,brescia,017148,Brescia,17
ponte in valtellina,sondrio,014052,Sondrio,14
ponte lambro,como,013188,Como,13
ponte nizza,pavia,018117,Pavia,18
ponte nossa,bergamo,016168,Bergamo,16
ponte san pietro,bergamo,016170,Bergamo,16
ponteranica,bergamo,016169,Bergamo,16
pontevico,brescia,017149,Brescia,17
ponti sul mincio,mantova,020044,Mantova,20
pontida,bergamo,016171,Bergamo,16
pontirolo nuovo,bergamo,016172,Bergamo,16
pontoglio,brescia,017150,Brescia,17
porlezza,como,013189,Como,13
portalbera,pavia,018118,Pavia,18
porto ceresio,varese,012113,Varese,12
porto mantovano,mantova,020045,Mantova,20
porto valtravaglia,varese,012114,Varese,12
postalesio,sondrio,014053,Sondrio,14
pozzaglio ed uniti,cremona,019077,Cremona,19
pozzo d adda,milano,015177,Milano,215
pozzolengo,brescia,017151,Brescia,17
pozzuolo martesana,milano,015178,Milano,215
pradalunga,bergamo,016173,Bergamo,16
pralboino,brescia,017152,Brescia,17
prata camportaccio,sondrio,014054,Sondrio,14
predore,bergamo,016174,Bergamo,16
pregnana milanese,milano,015179,Milano,215
premana,lecco,097069,Lecco,97
premolo,bergamo,016175,Bergamo,16
preseglie,brescia,017153,Brescia,17
presezzo,bergamo,016176,Bergamo,16
prevalle,brescia,017155,Brescia,17
primaluna,lecco,097070,Lecco,97
proserpio,como,013192,Como,13
provaglio d iseo,brescia,017156,Brescia,17
provaglio val sabbia,brescia,017157,Brescia,17
puegnago del garda,brescia,017158,Brescia,17
pumenengo,bergamo,016177,Bergamo,16
pusiano,como,013193,Como,13
quingentole,mantova,020046,Mantova,20
quintano,cremona,019078,Cremona,19
quinzano d oglio,brescia,017159,Brescia,17
quistello,mantova,020047,Mantova,20
rancio valcuvia,varese,012115,Varese,12
ranco,varese,012116,Varese,12
ranica,bergamo,016178,Bergamo,16
ranzanico,bergamo,016179,Bergamo,16
rasura,sondrio,014055,Sondrio,14
rea,pavia,018119,Pavia,18
redavalle,pavia,018120,Pavia,18
redondesco,mantova,020048,Mantova,20
remedello,brescia,017160,Brescia,17
renate,monza e brianza,108037,Monza e Brianza,108
rescaldina,milano,015181,Milano,215
retorbido,pavia,018121,Pavia,18
rezzago,como,013195,Como,13
rezzato,brescia,017161,Brescia,17
rho,milano,015182,Milano,215
ricengo,cremona,019079,Cremona,19
ripalta arpina,cremona,019080,Cremona,19
ripalta cremasca,cremona,019081,Cremona,19
ripalta guerina,cremona,019082,Cremona,19
riva di solto,bergamo,016180,Bergamo,16
rivanazzano terme,pavia,018122,Pavia,18
rivarolo del re ed uniti,cremona,019083,Cremona,19
rivarolo mantovano,mantova,020050,Mantova,20
rivolta d adda,cremona,019084,Cremona,19
roa volciano,brescia,017164,Brescia,17
robbiate,lecco,097071,Lecco,97
robbio,pavia,018123,Pavia,18
robecchetto con induno,milano,015183,Milano,215
robecco d oglio,cremona,019085,Cremona,19
robecco pavese,pavia,018124,Pavia,18
robecco sul naviglio,milano,015184,Milano,215
rocca de giorgi,pavia,018125,Pavia,18
rocca susella,pavia,018126,Pavia,18
roccafranca,brescia,017162,Brescia,17
rodano,milano,015185,Milano,215
rodengo saiano,brescia,017163,Brescia,17
rodero,como,013197,Como,13
rodigo,mantova,020051,Mantova,20
rogeno,lecco,097072,Lecco,97
rognano,pavia,018127,Pavia,18
rogno,bergamo,016182,Bergamo,16
rogolo,sondrio,014056,Sondrio,14
romagnese,pavia,018128,Pavia,18
romanengo,cremona,019086,Cremona,19
romano di lombardia,bergamo,016183,Bergamo,16
roncadelle,brescia,017165,Brescia,17
roncaro,pavia,018129,Pavia,18
roncello,monza e brianza,108055,Monza e Brianza,108
ronco briantino,monza e brianza,108038,Monza e Brianza,108
roncobello,bergamo,016184,Bergamo,16
roncoferraro,mantova,020052,Mantova,20
roncola,bergamo,016185,Bergamo,16
rosasco,pavia,018130,Pavia,18
rosate,milano,015188,Milano,215
rota d imagna,bergamo,016186,Bergamo,16
rovato,brescia,017166,Brescia,17
rovellasca,como,013201,Como,13
rovello porro,como,013202,Como,13
roverbella,mantova,020053,Mantova,20
rovescala,pavia,018131,Pavia,18
rovetta,bergamo,016187,Bergamo,16
rozzano,milano,015189,Milano,215
rudiano,brescia,017167,Brescia,17
sabbio chiese,brescia,017168,Brescia,17
sabbioneta,mantova,020054,Mantova,20
sala comacina,como,013203,Como,13
sala2,brescia,017170,Brescia,17
sale marasino,brescia,017169,Brescia,17
salerano sul lambro,lodi,098046,Lodi,98
saltrio,varese,012117,Varese,12
salvirola,cremona,019087,Cremona,19
samarate,varese,012118,Varese,12
samolaco,sondrio,014057,Sondrio,14
san bartolomeo val cavargna,como,013204,Como,13
san bassano,cremona,019088,Cremona,19
san benedetto po,mantova,020055,Mantova,20
san cipriano po,pavia,018133,Pavia,18
san colombano al lambro,milano,015191,Milano,215
san damiano al colle,pavia,018134,Pavia,18
san daniele po,cremona,019089,Cremona,19
san donato milanese,milano,015192,Milano,215
san felice del benaco,brescia,017171,Brescia,17
san fermo della battaglia,como,013206,Como,13
san fiorano,lodi,098047,Lodi,98
san genesio ed uniti,pavia,018135,Pavia,18
san gervasio bresciano,brescia,017172,Brescia,17
san giacomo delle segnate,mantova,020056,Mantova,20
san giacomo filippo,sondrio,014058,Sondrio,14
san giorgio bigarello,mantova,020057,Mantova,20
san giorgio di lomellina,pavia,018136,Pavia,18
san giorgio su legnano,milano,015194,Milano,215
san giovanni bianco,bergamo,016188,Bergamo,16
san giovanni del dosso,mantova,020058,Mantova,20
san giovanni in croce,cremona,019090,Cremona,19
san giuliano milanese,milano,015195,Milano,215
san martino dall argine,mantova,020059,Mantova,20
san martino del lago,cremona,019091,Cremona,19
san martino in strada,lodi,098048,Lodi,98
san martino siccomario,pavia,018137,Pavia,18
san nazzaro val cavargna,como,013207,Como,13
san paolo,brescia,017138,Brescia,17
san paolo d argon,bergamo,016189,Bergamo,16
san pellegrino terme,bergamo,016190,Bergamo,16
san rocco al porto,lodi,098049,Lodi,98
san siro,como,013248,Como,13
san vittore olona,milano,015201,Milano,215
san zeno naviglio,brescia,017173,Brescia,17
san zenone al lambro,milano,015202,Milano,215
san zenone al po,pavia,018145,Pavia,18
sangiano,varese,012141,Varese,12
sannazzaro de burgondi,pavia,018138,Pavia,18
sant alessio con vialone,pavia,018141,Pavia,18
sant angelo lodigiano,lodi,098050,Lodi,98
sant angelo lomellina,pavia,018144,Pavia,18
sant omobono terme,bergamo,016252,Bergamo,16
santa brigida,bergamo,016191,Bergamo,16
santa cristina e bissone,pavia,018139,Pavia,18
santa giuletta,pavia,018140,Pavia,18
santa margherita di staffora,pavia,018142,Pavia,18
santa maria della versa,pavia,018143,Pavia,18
santa maria hoa,lecco,097074,Lecco,97
santo stefano lodigiano,lodi,098051,Lodi,98
santo stefano ticino,milano,015200,Milano,215
sarezzo,brescia,017174,Brescia,17
sarnico,bergamo,016193,Bergamo,16
saronno,varese,012119,Varese,12
sartirana lomellina,pavia,018146,Pavia,18
saviore dell adamello,brescia,017175,Brescia,17
scaldasole,pavia,018147,Pavia,18
scandolara ravara,cremona,019092,Cremona,19
scandolara ripa d oglio,cremona,019093,Cremona,19
scanzorosciate,bergamo,016194,Bergamo,16
schignano,como,013211,Como,13
schilpario,bergamo,016195,Bergamo,16
schivenoglia,mantova,020060,Mantova,20
secugnago,lodi,098052,Lodi,98
sedriano,milano,015204,Milano,215
sedrina,bergamo,016196,Bergamo,16
segrate,milano,015205,Milano,215
sellero,brescia,017176,Brescia,17
selvino,bergamo,016197,Bergamo,16
semiana,pavia,018148,Pavia,18
senago,milano,015206,Milano,215
seniga,brescia,017177,Brescia,17
senna comasco,como,013212,Como,13
senna lodigiana,lodi,098053,Lodi,98
seregno,monza e brianza,108039,Monza e Brianza,108
sergnano,cremona,019094,Cremona,19
seriate,bergamo,016198,Bergamo,16
serina,bergamo,016199,Bergamo,16
serle,brescia,017178,Brescia,17
sermide e felonica,mantova,020061,Mantova,20
sernio,sondrio,014059,Sondrio,14
serravalle a po,mantova,020062,Mantova,20
sesto calende,varese,012120,Varese,12
sesto ed uniti,cremona,019095,Cremona,19
sesto san giovanni,milano,015209,Milano,215
settala,milano,015210,Milano,215
settimo milanese,milano,015211,Milano,215
seveso,monza e brianza,108040,Monza e Brianza,108
silvano pietra,pavia,018149,Pavia,18
sirmione,brescia,017179,Brescia,17
sirone,lecco,097075,Lecco,97
sirtori,lecco,097076,Lecco,97
siziano,pavia,018150,Pavia,18
soiano del lago,brescia,017180,Brescia,17
solaro,milano,015213,Milano,215
solarolo rainerio,cremona,019096,Cremona,19
solbiate arno,varese,012121,Varese,12
solbiate con cagno,como,013255,Como,13
solbiate olona,varese,012122,Varese,12
solferino,mantova,020063,Mantova,20
solto collina,bergamo,016200,Bergamo,16
solza,bergamo,016251,Bergamo,16
somaglia,lodi,098054,Lodi,98
somma lombardo,varese,012123,Varese,12
sommo,pavia,018151,Pavia,18
soncino,cremona,019097,Cremona,19
sondalo,sondrio,014060,Sondrio,14
sondrio,sondrio,014061,Sondrio,14
songavazzo,bergamo,016201,Bergamo,16
sonico,brescia,017181,Brescia,17
sordio,lodi,098055,Lodi,98
soresina,cremona,019098,Cremona,19
sorico,como,013216,Como,13
sorisole,bergamo,016202,Bergamo,16
sormano,como,013217,Como,13
sospiro,cremona,019099,Cremona,19
sotto il monte giovanni xxiii,bergamo,016203,Bergamo,16
sovere,bergamo,016204,Bergamo,16
sovico,monza e brianza,108041,Monza e Brianza,108
spessa,pavia,018152,Pavia,18
spinadesco,cremona,019100,Cremona,19
spineda,cremona,019101,Cremona,19
spino d adda,cremona,019102,Cremona,19
spinone al lago,bergamo,016205,Bergamo,16
spirano,bergamo,016206,Bergamo,16
spriana,sondrio,014062,Sondrio,14
stagno lombardo,cremona,019103,Cremona,19
stazzona,como,013218,Como,13
stezzano,bergamo,016207,Bergamo,16
stradella,pavia,018153,Pavia,18
strozza,bergamo,016208,Bergamo,16
suardi,pavia,018154,Pavia,18
sueglio,lecco,097077,Lecco,97
suello,lecco,097078,Lecco,97
suisio,bergamo,016209,Bergamo,16
sulbiate,monza e brianza,108042,Monza e Brianza,108
sulzano,brescia,017182,Brescia,17
sumirago,varese,012124,Varese,12
sustinente,mantova,020064,Mantova,20
suzzara,mantova,020065,Mantova,20
taceno,lecco,097079,Lecco,97
taino,varese,012125,Varese,12
talamona,sondrio,014063,Sondrio,14
taleggio,bergamo,016210,Bergamo,16
tartano,sondrio,014064,Sondrio,14
tavazzano con villavesco,lodi,098056,Lodi,98
tavernerio,como,013222,Como,13
tavernola bergamasca,bergamo,016211,Bergamo,16
tavernole sul mella,brescia,017183,Brescia,17
teglio,sondrio,014065,Sondrio,14
telgate,bergamo,016212,Bergamo,16
tema1,brescia,017184,Brescia,17
ternate,varese,012126,Varese,12
terno d isola,bergamo,016213,Bergamo,16
terranova dei passerini,lodi,098057,Lodi,98
ticengo,cremona,019104,Cremona,19
tignale,brescia,017185,Brescia,17
tirano,sondrio,014066,Sondrio,14
torbole casaglia,brescia,017186,Brescia,17
torlino vimercati,cremona,019105,Cremona,19
tornata,cremona,019106,Cremona,19
torno,como,013223,Como,13
torrazza coste,pavia,018155,Pavia,18
torre beretti e castellaro,pavia,018156,Pavia,18
torre boldone,bergamo,016214,Bergamo,16
torre d arese,pavia,018157,Pavia,18
torre d isola,pavia,018159,Pavia,18
torre de busi,bergamo,016215,Bergamo,16
torre de negri,pavia,018158,Pavia,18
torre de picenardi,cremona,019107,Cremona,19
torre de roveri,bergamo,016216,Bergamo,16
torre di santa maria,sondrio,014067,Sondrio,14
torre pallavicina,bergamo,016217,Bergamo,16
torrevecchia pia,pavia,018160,Pavia,18
torricella del pizzo,cremona,019108,Cremona,19
torricella verzate,pavia,018161,Pavia,18
toscolano maderno,brescia,017187,Brescia,17
tovo di sant agata,sondrio,014068,Sondrio,14
tradate,varese,012127,Varese,12
traona,sondrio,014069,Sondrio,14
travaca2 siccomario,pavia,018162,Pavia,18
travagliato,brescia,017188,Brescia,17
travedona monate,varese,012128,Varese,12
tremezzina,como,013252,Como,13
tremosine sul garda,brescia,017189,Brescia,17
trenzano,brescia,017190,Brescia,17
trescore balneario,bergamo,016218,Bergamo,16
trescore cremasco,cremona,019109,Cremona,19
tresivio,sondrio,014070,Sondrio,14
treviglio,bergamo,016219,Bergamo,16
treviolo,bergamo,016220,Bergamo,16
treviso bresciano,brescia,017191,Brescia,17
trezzano rosa,milano,015219,Milano,215
trezzano sul naviglio,milano,015220,Milano,215
trezzo sull adda,milano,015221,Milano,215
trezzone,como,013226,Como,13
tribiano,milano,015222,Milano,215
trigolo,cremona,019110,Cremona,19
triuggio,monza e brianza,108043,Monza e Brianza,108
trivolzio,pavia,018163,Pavia,18
tromello,pavia,018164,Pavia,18
tronzano lago maggiore,varese,012129,Varese,12
trovo,pavia,018165,Pavia,18
truccazzano,milano,015224,Milano,215
turano lodigiano,lodi,098058,Lodi,98
turate,como,013227,Como,13
turbigo,milano,015226,Milano,215
ubiale clanezzo,bergamo,016221,Bergamo,16
uboldo,varese,012130,Varese,12
uggiate con ronago,como,013256,Como,13
urago d oglio,brescia,017192,Brescia,17
urgnano,bergamo,016222,Bergamo,16
usmate velate,monza e brianza,108044,Monza e Brianza,108
vaiano cremasco,cremona,019111,Cremona,19
vailate,cremona,019112,Cremona,19
val brembilla,bergamo,016253,Bergamo,16
val di nizza,pavia,018166,Pavia,18
val masino,sondrio,014074,Sondrio,14
val rezzo,como,013233,Como,13
valbondione,bergamo,016223,Bergamo,16
valbrembo,bergamo,016224,Bergamo,16
valbrona,como,013229,Como,13
valdidentro,sondrio,014071,Sondrio,14
valdisotto,sondrio,014072,Sondrio,14
valeggio,pavia,018167,Pavia,18
valera fratta,lodi,098059,Lodi,98
valfurva,sondrio,014073,Sondrio,14
valganna,varese,012131,Varese,12
valgoglio,bergamo,016225,Bergamo,16
valgreghentino,lecco,097082,Lecco,97
valle lomellina,pavia,018168,Pavia,18
valle salimbene,pavia,018169,Pavia,18
valleve,bergamo,016226,Bergamo,16
vallio terme,brescia,017193,Brescia,17
valmadrera,lecco,097083,Lecco,97
valmorea,como,013232,Como,13
valnegra,bergamo,016227,Bergamo,16
valsolda,como,013234,Como,13
valtorta,bergamo,016229,Bergamo,16
valvarrone,lecco,097093,Lecco,97
