election_key,election_year,election_date,municipality_id,municipality_name,province,region,geometry_id,territorial_mode,territorial_status,turnout_pct,electors,voters,valid_votes,total_votes,first_party_std,first_party_share,second_party_std,second_party_share,first_second_margin,dominant_block,comparability_note,completeness_flag
camera_2013,2013,2013-02-24,013226,Trezzone,Como,Lombardia,013226,historical,observed_opendata_zip,80.61224489795919,196.0,158.0,142,158,Il Popolo della Liberta',30.985915492957744,Lega,24.647887323943664,6.3380281690140805,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013227,Turate,Como,Lombardia,013227,historical,observed_opendata_zip,78.94813308150516,6883.0,5434.0,5200,5434,PD,23.115384615384617,M5S,22.365384615384613,0.7500000000000036,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013228,Uggiate-Trevano,Como,Lombardia,013228,historical,observed_opendata_zip,75.5518301201453,3579.0,2704.0,2593,2704,Il Popolo della Liberta',22.984959506363285,PD,20.593906671808714,2.3910528345545714,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013229,Valbrona,Como,Lombardia,013229,historical,observed_opendata_zip,74.4140625,2048.0,1524.0,1478,1524,Il Popolo della Liberta',28.28146143437077,Lega,22.19215155615697,6.0893098782138,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013232,Valmorea,Como,Lombardia,013232,historical,observed_opendata_zip,73.48593228421555,2097.0,1541.0,1484,1541,PD,21.563342318059302,M5S,21.361185983827493,0.2021563342318089,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013233,Val Rezzo,Como,Lombardia,013233,historical,observed_opendata_zip,70.58823529411765,153.0,108.0,103,108,Il Popolo della Liberta',46.601941747572816,Lega,33.00970873786408,13.592233009708735,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013234,Valsolda,Como,Lombardia,013234,historical,observed_opendata_zip,68.48341232227489,1266.0,867.0,824,867,Il Popolo della Liberta',29.73300970873786,PD,19.53883495145631,10.194174757281552,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013236,Veleso,Como,Lombardia,013236,historical,observed_opendata_zip,60.22727272727273,176.0,106.0,99,106,FdI,23.232323232323232,Lega,22.22222222222222,1.0101010101010104,destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013238,Veniano,Como,Lombardia,013238,historical,observed_opendata_zip,81.10720562390158,2276.0,1846.0,1783,1846,Il Popolo della Liberta',24.28491306786315,M5S,21.985417835109367,2.2994952327537845,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013239,Vercana,Como,Lombardia,013239,historical,observed_opendata_zip,82.85714285714286,630.0,522.0,485,522,Lega,30.103092783505154,Il Popolo della Liberta',27.422680412371136,2.680412371134018,centro-destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013242,Vertemate Con Minoprio,Como,Lombardia,013242,historical,observed_opendata_zip,80.46367851622874,3235.0,2603.0,2511,2603,M5S,22.58064516129032,Il Popolo della Liberta',21.346077260055754,1.2345679012345663,populista,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013245,Villa Guardia,Como,Lombardia,013245,historical,observed_opendata_zip,77.35444499422728,6063.0,4690.0,4492,4690,PD,24.95547640249332,Il Popolo della Liberta',19.790739091718613,5.164737310774708,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013246,Zelbio,Como,Lombardia,013246,historical,observed_opendata_zip,67.74193548387096,155.0,105.0,98,105,M5S,21.428571428571427,PD,19.387755102040817,2.04081632653061,populista,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016225,Valgoglio,Bergamo,Lombardia,016225,historical,observed_opendata_zip,77.32558139534885,516.0,399.0,375,399,Lega,33.6,Scelta Civica Con Monti Per l'Italia,20.533333333333335,13.066666666666666,centro-destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016007,Almenno San Salvatore,Bergamo,Lombardia,016007,historical,observed_opendata_zip,81.29605548331166,4614.0,3751.0,3600,3751,Lega,22.444444444444443,PD,22.333333333333332,0.11111111111111072,centro-destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016008,Alzano Lombardo,Bergamo,Lombardia,016008,historical,observed_opendata_zip,82.32092525998638,10289.0,8470.0,8227,8470,PD,26.21854868117175,M5S,19.533244195940195,6.685304485231555,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016009,Ambivere,Bergamo,Lombardia,016009,historical,observed_opendata_zip,81.3048245614035,1824.0,1483.0,1417,1483,Lega,22.08892025405787,PD,21.524347212420608,0.5645730416372636,centro-destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016010,Antegnate,Bergamo,Lombardia,016010,historical,observed_opendata_zip,80.15526443474042,2061.0,1652.0,1593,1652,Il Popolo della Liberta',28.625235404896422,Lega,21.59447583176397,7.030759573132453,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016011,Arcene,Bergamo,Lombardia,016011,historical,observed_opendata_zip,83.6097835254428,3557.0,2974.0,2873,2974,PD,23.216150365471634,Lega,22.93769578837452,0.27845457709711496,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016012,Ardesio,Bergamo,Lombardia,016012,historical,observed_opendata_zip,79.74242951618518,2873.0,2291.0,2120,2291,Lega,29.29245283018868,PD,18.20754716981132,11.084905660377359,centro-destra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,016013,Arzago d'Adda,Bergamo,Lombardia,016013,historical,observed_opendata_zip,81.73996175908222,2092.0,1710.0,1644,1710,Il Popolo della Liberta',25.121654501216543,PD,23.418491484184916,1.7031630170316276,altro,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,013053,Casnate Con Bernate,Como,Lombardia,013053,historical,observed_opendata_zip,81.5003827507017,3919.0,3194.0,3078,3194,PD,22.417153996101362,M5S,22.319688109161792,0.09746588693957037,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,012083,Induno Olona,Varese,Lombardia,012083,historical,observed_opendata_zip,73.7162326600146,8218.0,6058.0,5856,6058,PD,22.780054644808743,M5S,20.23565573770492,2.5443989071038224,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,012120,Sesto Calende,Varese,Lombardia,012120,historical,observed_opendata_zip,78.93146379789677,8273.0,6530.0,6330,6530,PD,25.829383886255926,Il Popolo della Liberta',20.4739336492891,5.355450236966824,centro-sinistra,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
camera_2013,2013,2013-02-24,017014,Bedizzole,Brescia,Lombardia,017014,historical,observed_opendata_zip,82.49296435272045,8528.0,7035.0,6785,7035,M5S,24.731024318349302,PD,21.149594694178333,3.581429624170969,populista,official_eligendo_opendata_zip|party_rows_checked,clean_ingest_party_results_checked
